user,total_emails_sent,total_files_accessed,total_logon_sessions,total_usb_activities,user_employee_full_name,user_unique_identifier,personality_trait_openness,personality_trait_conscientiousness,personality_trait_extraversion,personality_trait_agreeableness,personality_trait_neuroticism,anomaly_score,isolation_forest_threat_label
DCH0627,0.0,0.0,156.0,0.0,Donna Carissa Herrera,DCH0627,13,30,43,40,31,0.10475556512511419,0
DCH0843,281.0,0.0,0.0,0.0,Dominic Calvin Hewitt,DCH0843,20,31,11,18,36,0.09326257483939882,0
DCM0467,0.0,0.0,690.0,0.0,Denton Casey Meadows,DCM0467,45,16,19,22,24,0.1428988574881112,0
DCM0757,0.0,0.0,689.0,0.0,Dennis Carson Mendoza,DCM0757,16,39,18,43,33,0.14066288895640555,0
DCW0087,0.0,1287.0,1108.0,1352.0,Dakota Clare Williamson,DCW0087,35,42,41,20,27,0.07250950540689949,0
DDA0476,5045.0,0.0,0.0,0.0,Dane Davis Atkins,DDA0476,36,25,39,13,39,0.06649771917101988,0
DDM0579,337.0,0.0,0.0,0.0,Dale Dorian Mercado,DDM0579,33,45,30,37,26,0.16743754736459515,0
DDM0776,0.0,197.0,1260.0,247.0,Dante David Mcgee,DDM0776,36,20,43,19,27,0.11327560392609692,0
DEB0782,1004.0,0.0,0.0,0.0,Dakota Edward Brady,DEB0782,42,47,32,21,36,0.13292154429559921,0
DEI0246,0.0,0.0,690.0,0.0,Darius Eagan Ingram,DEI0246,17,33,15,46,30,0.1170645110676039,0
DES0075,0.0,0.0,690.0,0.0,Damon Emerson Shelton,DES0075,40,23,10,19,33,0.1252843738409482,0
DEW0544,0.0,0.0,690.0,0.0,Dante Elmo Weber,DEW0544,34,24,38,40,28,0.1643150291165898,0
DEW0770,0.0,0.0,690.0,0.0,Drew Ezra Walsh,DEW0770,24,23,27,33,31,0.16169652356204706,0
DFF0273,0.0,0.0,690.0,0.0,Drake Fletcher French,DFF0273,22,19,22,23,31,0.1648433838554747,0
DFH0188,1012.0,0.0,0.0,0.0,Dean Flynn Hines,DFH0188,35,40,18,38,24,0.1593020618924304,0
DFR0218,3725.0,0.0,0.0,0.0,Daria Felicia Rowland,DFR0218,45,14,22,37,27,0.11643086263411812,0
DGC0484,0.0,8165.0,716.0,5886.0,Davis Gareth Cote,DGC0484,24,15,38,19,32,-0.05944603618099442,1
DGF0443,3007.0,0.0,0.0,0.0,Dustin Gage Franco,DGF0443,39,44,18,28,33,0.1464697953716727,0
DGM0754,431.0,0.0,0.0,0.0,Declan Gareth Mclaughlin,DGM0754,42,18,42,24,24,0.14123047188302806,0
DGN0480,4798.0,0.0,0.0,0.0,Donovan Garth Nieves,DGN0480,21,25,44,20,31,0.09947986672530063,0
DGW0752,4986.0,0.0,0.0,0.0,Dennis Gray Wilson,DGW0752,40,46,20,40,14,0.06242061985358671,0
DHB0696,0.0,0.0,635.0,0.0,Damon Hyatt Boyle,DHB0696,39,14,38,19,28,0.16719084937489648,0
DHH0260,0.0,0.0,110.0,0.0,Doris Harriet Humphrey,DHH0260,40,43,32,12,24,0.12731726263044335,0
DHM0353,0.0,0.0,690.0,0.0,Destiny Hadassah Mcclain,DHM0353,37,34,35,43,37,0.15107855794853964,0
DHM0937,3025.0,0.0,0.0,0.0,Dominic Howard Mcconnell,DHM0937,43,22,21,15,24,0.12435591462579981,0
DHS0151,0.0,0.0,690.0,0.0,Deirdre Hayley Stein,DHS0151,32,34,35,13,27,0.15856730092534949,0
DHW0130,0.0,0.0,690.0,0.0,Dean Harper Witt,DHW0130,11,39,24,40,26,0.12325028732494575,0
DIA0854,0.0,0.0,690.0,0.0,Demetria Ignacia Aguilar,DIA0854,34,37,36,17,36,0.16472983619628268,0
DIB0081,1418.0,0.0,0.0,0.0,Drew Ivan Beck,DIB0081,34,45,14,28,33,0.1371642705384774,0
DIB0207,0.0,0.0,690.0,0.0,Danielle Ila Benson,DIB0207,43,44,43,18,25,0.14074271671350025,0
DIB0285,1613.0,0.0,0.0,0.0,Deanna Imelda Blanchard,DIB0285,13,45,17,50,29,0.07601279428390362,0
DIC0988,3007.0,0.0,0.0,0.0,Dolan Igor Cortez,DIC0988,44,30,23,21,32,0.14725623940222127,0
DID0650,1022.0,0.0,0.0,0.0,Denise Ifeoma Doyle,DID0650,45,21,17,42,21,0.10580330344222127,0
DIL0607,0.0,2004.0,1118.0,1358.0,Dana Inga Leach,DIL0607,25,15,42,25,28,0.056412892465064535,0
DIM0254,0.0,0.0,908.0,0.0,Drake Ivan Mejia,DIM0254,18,23,22,48,27,0.11858418904944723,0
DIW0118,4658.0,0.0,0.0,0.0,Delilah Iliana Wilkinson,DIW0118,37,17,19,37,26,0.1230968761406544,0
DJB0159,6351.0,0.0,0.0,0.0,Dacey Jorden Bowen,DJB0159,20,37,27,38,37,0.0368443547518289,0
DJS0682,3003.0,0.0,0.0,0.0,Dexter Jamal Simon,DJS0682,22,23,36,13,30,0.1174753188700553,0
DJV0692,0.0,0.0,690.0,0.0,Dakota Jorden Velasquez,DJV0692,42,33,19,39,37,0.15243508518056648,0
DJW0698,0.0,0.0,732.0,0.0,Davis James Whitney,DJW0698,43,15,38,41,29,0.1378903197638004,0
DKB0356,0.0,0.0,959.0,0.0,Daquan Kevin Berg,DKB0356,36,18,30,40,30,0.15199132541180282,0
DKB0631,1007.0,0.0,0.0,0.0,Dai Keely Bullock,DKB0631,34,18,14,46,31,0.11259489208731543,0
DKB0775,0.0,0.0,690.0,0.0,Dylan Kaden Bonner,DKB0775,25,24,25,18,37,0.14782831806934704,0
DKF0483,0.0,0.0,962.0,0.0,Destiny Kelsie Fletcher,DKF0483,40,47,33,41,31,0.14327130991140652,0
DKP0403,0.0,675.0,1100.0,697.0,Dora Kiara Pearson,DKP0403,40,37,26,43,26,0.08617005619219664,0
DKS0893,0.0,0.0,690.0,0.0,Dieter Kendall Shaffer,DKS0893,40,10,16,30,36,0.11644137102715707,0
DLF0377,3025.0,0.0,0.0,0.0,Dean Lester Figueroa,DLF0377,39,35,19,27,34,0.15265956722840385,0
DLH0029,3040.0,0.0,0.0,0.0,Diana Leigh Hays,DLH0029,36,26,38,18,31,0.150827209144427,0
DLH0806,0.0,0.0,690.0,0.0,Denise Lacy Harmon,DLH0806,49,42,37,19,22,0.1170369996163581,0
DLM0051,7573.0,0.0,0.0,0.0,Declan Lester Moss,DLM0051,37,37,17,20,35,0.07095935133783576,0
DLS0375,0.0,0.0,960.0,0.0,Drew Lucian Sandoval,DLS0375,20,43,20,45,20,0.08997483297667197,0
DLS0383,2987.0,0.0,0.0,0.0,Diana Lillian Solis,DLS0383,10,21,12,25,24,0.05264500590255228,0
DMB0653,0.0,0.0,690.0,0.0,Delilah Melissa Boyer,DMB0653,16,25,42,19,34,0.13716052926443179,0
DMG0358,3691.0,0.0,0.0,0.0,Dorothy Marny Goff,DMG0358,19,39,14,25,29,0.11916151714198198,0
DMK0257,3008.0,0.0,0.0,0.0,Desirae Mari Koch,DMK0257,33,20,26,26,30,0.1496104863932825,0
DMM0623,5217.0,0.0,0.0,0.0,Doris Mona Michael,DMM0623,36,27,21,39,30,0.12319225911763154,0
DOL0332,1008.0,0.0,0.0,0.0,Damian Omar Le,DOL0332,32,40,41,18,24,0.14296608343200706,0
DOP0562,2986.0,0.0,0.0,0.0,Daryl Ocean Patel,DOP0562,42,16,37,39,31,0.1323078183191389,0
DOT0095,0.0,0.0,690.0,0.0,Declan Oren Torres,DOT0095,28,15,11,38,34,0.11409134178150304,0
DPB0652,0.0,0.0,690.0,0.0,Daniel Phillip Bauer,DPB0652,20,44,38,14,23,0.11616638237256621,0
DPM0423,3017.0,0.0,0.0,0.0,Dalton Perry Mejia,DPM0423,37,38,38,15,27,0.14597765056647216,0
DPS0262,946.0,0.0,0.0,0.0,Delilah Pearl Schneider,DPS0262,20,25,20,14,32,0.13378823313463512,0
DQM0392,0.0,267.0,984.0,756.0,Danielle Quon Mosley,DQM0392,41,43,17,37,43,0.05473457580818075,0
DRR0162,2737.0,0.0,0.0,0.0,Dante Raja Roberts,DRR0162,45,36,20,36,29,0.14834811408852744,0
DRR0242,3836.0,0.0,0.0,0.0,Daphne Ruby Reilly,DRR0242,39,19,40,41,33,0.12939974859520076,0
DRW0195,0.0,0.0,690.0,0.0,Damon Rashad Weaver,DRW0195,35,19,11,43,31,0.11901229840471828,0
DSB0731,4936.0,0.0,0.0,0.0,Daryl Skyler Brock,DSB0731,26,15,40,43,30,0.08447961036247936,0
DSL0441,0.0,209.0,681.0,873.0,Denise Serina Le,DSL0441,33,38,35,10,30,0.09616113734966025,0
DSM0591,338.0,0.0,0.0,0.0,Daria Samantha Mcbride,DSM0591,20,35,18,43,35,0.1268646707426126,0
DSR0228,0.0,0.0,690.0,0.0,Dorian Samson Randall,DSR0228,18,38,44,23,26,0.13693699606094545,0
DTE0302,0.0,0.0,690.0,0.0,Denton Thor Espinoza,DTE0302,41,19,18,40,21,0.13780197249857834,0
DTP0379,3311.0,0.0,0.0,0.0,Daquan Tucker Pugh,DTP0379,45,42,15,37,27,0.12871608187225936,0
DTP0863,0.0,0.0,690.0,0.0,Dillon Troy Prince,DTP0863,34,26,19,21,37,0.16252594329415748,0
DTT0076,6019.0,0.0,0.0,0.0,Dylan Tiger Terry,DTT0076,42,16,34,24,28,0.0761780242525032,0
DUW0537,0.0,1743.0,1093.0,1359.0,Duncan Ulysses Watts,DUW0537,34,10,45,15,32,0.013754543503364358,0
DVM0265,3022.0,0.0,0.0,0.0,Deborah Victoria Mcclure,DVM0265,47,40,10,24,31,0.104649768723732,0
DVS0259,0.0,0.0,690.0,0.0,Dane Vladimir Schmidt,DVS0259,17,44,20,46,26,0.13556015774501484,0
DVV0933,0.0,0.0,690.0,0.0,David Victor Valencia,DVV0933,13,30,25,39,32,0.1289722698264843,0
DVW0103,3049.0,0.0,0.0,0.0,Dante Vaughan Weber,DVW0103,40,45,44,21,29,0.12995557958313242,0
DWG0209,0.0,3516.0,4620.0,1262.0,Daquan Wing Gutierrez,DWG0209,39,10,16,46,18,-0.08622456861967953,1
DWM0143,0.0,0.0,690.0,0.0,Daquan Wesley Mcknight,DWM0143,25,41,45,42,32,0.12154971291064187,0
DWP0971,0.0,0.0,958.0,0.0,Darius William Perez,DWP0971,47,26,45,19,25,0.11928998687023279,0
DZB0401,0.0,0.0,690.0,0.0,Deborah Zenaida Blankenship,DZB0401,38,35,11,15,25,0.13557629263349352,0
DZC0228,3032.0,0.0,0.0,0.0,Declan Zachery Caldwell,DZC0228,37,37,34,21,38,0.1348672813002863,0
DZJ0261,0.0,0.0,194.0,0.0,Dominic Zeph Johns,DZJ0261,38,17,38,43,22,0.11967132428380556,0
DZO0452,0.0,0.0,690.0,0.0,Dorothy Zenia Odonnell,DZO0452,38,33,40,40,29,0.17075982334425927,0
EAF0790,0.0,0.0,690.0,0.0,Eden Ahmed Fitzgerald,EAF0790,19,31,25,49,26,0.12213878946363799,0
EAH0466,34.0,0.0,0.0,0.0,Ethan Arden Hays,EAH0466,41,38,29,38,25,0.17703286375450605,0
EAH0562,0.0,0.0,690.0,0.0,Eagan Arthur Holman,EAH0562,50,24,15,10,31,0.08823160369005523,0
EAL0240,0.0,0.0,690.0,0.0,Erich Addison Le,EAL0240,35,46,16,49,17,0.08923503609370065,0
EBB0031,0.0,0.0,690.0,0.0,Edward Benjamin Buck,EBB0031,36,37,23,33,27,0.1792933697264189,0
EBC0071,0.0,0.0,690.0,0.0,Evan Bevis Colon,EBC0071,44,28,14,15,26,0.1384408698763952,0
EBC0186,0.0,0.0,690.0,0.0,Eden Boris Chase,EBC0186,25,36,37,31,34,0.1653536837406146,0
EBC0390,3018.0,0.0,0.0,0.0,Eaton Burton Crane,EBC0390,40,40,40,22,33,0.1517855813707688,0
EBH0519,0.0,0.0,1122.0,0.0,Elmo Brendan Haynes,EBH0519,45,33,11,31,25,0.10674834983393178,0
EBH0612,0.0,592.0,1010.0,676.0,Emerald Bree Hart,EBH0612,39,43,25,18,25,0.10056627926347717,0
EBR0763,0.0,0.0,690.0,0.0,Emi Blossom Richard,EBR0763,41,17,40,22,34,0.16148005142365524,0
EBS0706,0.0,0.0,690.0,0.0,Eden Bernard Strickland,EBS0706,16,22,10,19,18,0.06273752801523647,0
ECC0383,0.0,2076.0,1007.0,1373.0,Evangeline Chava Curtis,ECC0383,39,38,37,14,27,0.06777619942201962,0
ECF0196,0.0,8937.0,790.0,5940.0,Emerald Camilla Frazier,ECF0196,38,43,25,23,28,-0.07367978380446938,1
ECF0828,207.0,0.0,0.0,0.0,Erasmus Cameron Franco,ECF0828,40,49,39,40,35,0.13827222877528178,0
ECL0930,3041.0,0.0,0.0,0.0,Edan Ciaran Larson,ECL0930,28,24,40,18,29,0.1421967788404645,0
ECP0997,0.0,0.0,620.0,0.0,Eagan Chase Pratt,ECP0997,27,30,23,17,29,0.16056976154909092,0
ECR0818,0.0,0.0,690.0,0.0,Edan Colton Richards,ECR0818,18,35,40,14,26,0.13036829091687624,0
ECR0822,339.0,0.0,0.0,0.0,Ella Cassandra Rivera,ECR0822,16,19,17,23,29,0.14179410202075676,0
ECS0954,0.0,0.0,690.0,0.0,Ezra Chadwick Sargent,ECS0954,20,40,40,19,23,0.1375471051292093,0
ECW0754,0.0,0.0,1189.0,0.0,Emmanuel Casey Wiggins,ECW0754,16,41,49,14,38,0.04684095410806466,0
EDA0684,304.0,0.0,0.0,0.0,Edward Dean Anthony,EDA0684,38,42,40,39,33,0.16466985488278985,0
EDB0714,255.0,0.0,0.0,0.0,Eden Deborah Ball,EDB0714,21,23,35,26,29,0.15920181551758994,0
EDM0346,0.0,0.0,1000.0,0.0,Elmo Drake Mcfadden,EDM0346,15,36,39,34,30,0.13097759875490905,0
EDP0470,0.0,0.0,690.0,0.0,Elmo Dale Patterson,EDP0470,27,30,19,21,34,0.16711178786353464,0
EFS0882,1009.0,0.0,0.0,0.0,Edward Finn Stokes,EFS0882,40,40,47,25,27,0.12905989418039165,0
EGD0132,195.0,0.0,0.0,0.0,Eric Gray Duncan,EGD0132,37,38,33,15,22,0.14087701544785008,0
EGD0409,1239.0,0.0,0.0,0.0,Elijah Gary Diaz,EGD0409,39,40,22,35,33,0.15995834116508328,0
EGK0893,997.0,0.0,0.0,0.0,Eagan Gannon Koch,EGK0893,21,30,11,47,27,0.08269404442916989,0
EGL0836,0.0,627.0,1116.0,1518.0,Emerald Glenna Lester,EGL0836,10,15,40,45,24,-0.0032543184380081636,1
EHB0420,3767.0,0.0,0.0,0.0,Erich Harding Bryant,EHB0420,45,42,38,17,20,0.07856015350495404,0
EHB0824,153.0,0.0,0.0,0.0,Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31,0.14958387715598565,0
EHD0584,208.0,0.0,0.0,0.0,Ezra Hilel Dyer,EHD0584,38,40,42,43,22,0.13280338850180062,0
EHP0795,0.0,0.0,952.0,0.0,Edward Hu Pickett,EHP0795,42,49,20,15,27,0.13336576795143745,0
EHR0096,3019.0,0.0,0.0,0.0,Elaine Hanna Raymond,EHR0096,22,13,20,48,31,0.09921777837662887,0
EHS0481,0.0,0.0,690.0,0.0,Elvis Hamilton Sandoval,EHS0481,36,36,17,42,23,0.1553332928994432,0
EIM0156,3014.0,0.0,0.0,0.0,Eve Isadora Mckenzie,EIM0156,19,31,43,45,33,0.08588460281569638,0
EIP0997,3017.0,0.0,0.0,0.0,Emily Illana Perry,EIP0997,42,28,20,25,34,0.14895354461526633,0
EIS0041,3287.0,0.0,0.0,0.0,Emerald Imani Schmidt,EIS0041,41,44,17,48,30,0.118323047925944,0
EJM0433,0.0,0.0,955.0,0.0,Edward Joshua Mccarthy,EJM0433,40,13,36,40,33,0.14185967352649798,0
EJW0059,0.0,2254.0,969.0,317.0,Evelyn Jane Wong,EJW0059,37,35,19,33,32,0.08707568975847729,0
EJW0884,1026.0,0.0,0.0,0.0,Elton Jonas Williamson,EJW0884,46,20,32,26,31,0.15307208843265152,0
ELB0847,336.0,0.0,0.0,0.0,Emmanuel Lawrence Briggs,ELB0847,12,17,16,19,28,0.11183945545807433,0
ELH0960,333.0,0.0,0.0,0.0,Emerald Lysandra Hodges,ELH0960,40,43,26,41,22,0.15119856518083302,0
ELT0769,1004.0,0.0,0.0,0.0,Echo Leandra Torres,ELT0769,19,20,20,27,35,0.13466032627127456,0
EMB0531,990.0,0.0,0.0,0.0,Edan Marsden Briggs,EMB0531,31,41,31,36,36,0.14921279531050052,0
EMS0317,4965.0,0.0,0.0,0.0,Eden Merrill Stokes,EMS0317,15,21,44,10,31,0.036091465319067706,0
EMW0105,3646.0,0.0,0.0,0.0,Erich Malik Wolf,EMW0105,35,40,17,41,34,0.13748076271490023,0
EMW0772,998.0,0.0,0.0,0.0,Elvis Marshall Walton,EMW0772,46,41,20,12,28,0.1343548407117377,0
ENC0234,2268.0,0.0,0.0,0.0,Evelyn Nevada Curtis,ENC0234,21,23,32,19,23,0.12506311834161116,0
END0680,0.0,0.0,690.0,0.0,Elton Noah Durham,END0680,22,22,44,21,28,0.15651738517927133,0
ENL0100,3029.0,0.0,0.0,0.0,Ella Nita Lewis,ENL0100,39,18,42,35,21,0.1084568099970043,0
ENW0086,0.0,0.0,1179.0,0.0,Emerald Nomlanga Wilkerson,ENW0086,42,30,47,50,30,0.07118536799032243,0
EPP0584,0.0,0.0,113.0,0.0,Edward Plato Parks,EPP0584,21,12,10,34,25,0.08667150676396546,0
EPW0434,3053.0,0.0,0.0,0.0,Ethan Perry Wiggins,EPW0434,32,36,38,22,33,0.14290377530317205,0
EQR0340,0.0,0.0,750.0,0.0,Edan Quinn Randolph,EQR0340,23,12,32,19,23,0.1240403265860634,0
ERB0769,0.0,0.0,690.0,0.0,Ethan Robert Bryan,ERB0769,41,36,14,37,28,0.15903669173839574,0
ERH0449,332.0,0.0,0.0,0.0,Ella Rachel Hess,ERH0449,44,15,35,17,25,0.15060982227336778,0
ERL0366,0.0,2651.0,1316.0,1756.0,Ella Rhonda Logan,ERL0366,40,30,16,32,22,0.003742414716164766,0
ERW0745,0.0,0.0,953.0,0.0,Ezra Reuben Warner,ERW0745,47,13,38,36,25,0.1128016071690181,0
ESA0642,1004.0,0.0,0.0,0.0,Eliana Stephanie Albert,ESA0642,32,14,44,30,32,0.1254793083205077,0
ESB0859,0.0,2921.0,780.0,293.0,Ebony Sandra Bush,ESB0859,30,42,31,10,36,0.07384089447857961,0
ESH0135,327.0,0.0,0.0,0.0,Elaine Sonya Hughes,ESH0135,35,22,32,44,28,0.153880957018511,0
ESH0283,3049.0,0.0,0.0,0.0,Eve Shaeleigh Holman,ESH0283,44,30,35,18,31,0.14674407800569106,0
ESJ0670,4582.0,0.0,0.0,0.0,Eaton Samuel Jennings,ESJ0670,42,31,15,40,24,0.09727711974579661,0
ESN0827,0.0,0.0,689.0,0.0,Eve Skyler Nelson,ESN0827,42,39,17,42,32,0.16899341326459827,0
ESR0693,1475.0,0.0,0.0,0.0,Evelyn Sarah Reilly,ESR0693,35,23,25,21,31,0.1570535825812941,0
ETR0177,3711.0,0.0,0.0,0.0,Emerson Tyrone Rojas,ETR0177,18,15,41,26,39,0.07509055369026474,0
ETR0428,3034.0,0.0,0.0,0.0,Elton Tyler Richard,ETR0428,36,21,40,20,20,0.10810604918414618,0
EUC0551,0.0,0.0,970.0,0.0,Eric Ulric Conley,EUC0551,37,18,34,25,35,0.151682023877252,0
EVW0901,0.0,0.0,690.0,0.0,Edward Vance Woodard,EVW0901,41,45,19,39,34,0.16564142235642854,0
EWH0191,4649.0,0.0,0.0,0.0,Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27,0.12905212837451357,0
EXS0046,0.0,0.0,690.0,0.0,Evelyn Xena Santana,EXS0046,41,35,50,35,32,0.1196638632053117,0
EZH0736,4974.0,0.0,0.0,0.0,Elton Zeus Horton,EZH0736,44,41,37,19,31,0.11008222083496355,0
EZT0640,1015.0,0.0,0.0,0.0,Eagan Zephania Talley,EZT0640,12,15,27,39,27,0.0960587168645009,0
FAH0982,0.0,0.0,733.0,0.0,Flynn Amos Huffman,FAH0982,42,20,11,20,24,0.11929470393878344,0
FAM0455,0.0,0.0,689.0,0.0,Francesca Aimee Mendoza,FAM0455,40,48,17,21,34,0.1535119271696978,0
FAW0032,4723.0,0.0,0.0,0.0,Frances Alisa Wiggins,FAW0032,43,24,17,37,37,0.08942084579199816,0
FBA0348,4704.0,0.0,0.0,0.0,Francis Brian Armstrong,FBA0348,41,44,40,36,27,0.11355722740558644,0
FBP0522,0.0,0.0,916.0,0.0,Fritz Buckminster Patton,FBP0522,37,27,24,50,28,0.13651531962425778,0
FBR0659,0.0,7550.0,690.0,5470.0,Fiona Brianna Reid,FBR0659,43,47,34,30,25,-0.07233900270918425,1
FBW0747,5369.0,0.0,0.0,0.0,Fuller Baker Warner,FBW0747,43,45,35,25,28,0.09656681748632195,0
FDE0117,4724.0,0.0,0.0,0.0,Fritz Dale Ellison,FDE0117,38,37,32,41,28,0.13530654968096767,0
FEB0306,329.0,0.0,0.0,0.0,Flynn Edward Brennan,FEB0306,40,42,26,25,31,0.17017813605213172,0
FEJ0567,0.0,0.0,1453.0,0.0,Fitzgerald Ethan Jimenez,FEJ0567,45,23,21,45,18,0.05325897496927734,0
FFC0891,566.0,0.0,0.0,0.0,Flavia Fiona Cannon,FFC0891,38,10,39,50,39,0.06969809158175844,0
FGW0853,4663.0,0.0,0.0,0.0,Florence Gloria Whitney,FGW0853,25,35,20,40,39,0.08661000024694787,0
FHO0630,4993.0,0.0,0.0,0.0,Frances Hermione Owens,FHO0630,28,44,23,12,26,0.0944200543339399,0
FHS0837,337.0,0.0,0.0,0.0,Fallon Harriet Shelton,FHS0837,23,37,14,42,34,0.13103647608699504,0
FIR0920,3006.0,0.0,0.0,0.0,Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27,0.10796186028423416,0
FKB0163,3032.0,0.0,0.0,0.0,Francis Kane Buckner,FKB0163,39,35,25,39,22,0.1257696062699435,0
FKK0055,4039.0,0.0,0.0,0.0,Farrah Kim Keith,FKK0055,46,16,37,16,27,0.10504822620595539,0
FKR0134,0.0,0.0,420.0,0.0,Francesca Kylie Russo,FKR0134,35,43,26,38,34,0.1508299323138787,0
FLM0213,4668.0,0.0,0.0,0.0,Fitzgerald Len Merrill,FLM0213,20,41,46,15,24,0.05422788297266201,0
FLR0476,0.0,0.0,566.0,0.0,Ferdinand Leonard Roth,FLR0476,10,19,37,23,27,0.12270673347462574,0
FMG0527,790.0,0.0,0.0,0.0,Flynn Malcolm Gibson,FMG0527,43,38,35,38,28,0.1713185781738123,0
FOB0756,1242.0,0.0,0.0,0.0,Ferris Omar Barry,FOB0756,42,41,34,20,27,0.16186362448686242,0
FPC0954,340.0,0.0,0.0,0.0,Fletcher Perry Cantu,FPC0954,22,25,50,20,27,0.11485975608331261,0
FPS0900,0.0,0.0,690.0,0.0,Fiona Phyllis Swanson,FPS0900,38,48,39,16,30,0.14120100740560798,0
FQA0854,5005.0,0.0,0.0,0.0,Fulton Quinn Avery,FQA0854,41,38,30,34,26,0.12790914567865125,0
FRB0023,3668.0,0.0,0.0,0.0,Felicia Rhona Butler,FRB0023,45,14,12,14,14,0.016445885179269815,0
FRL0511,1004.0,0.0,0.0,0.0,Ferdinand Rashad Lee,FRL0511,20,30,47,20,30,0.11955140014514282,0
FRR0832,336.0,0.0,0.0,0.0,Forrest Rashad Richards,FRR0832,43,40,25,19,30,0.1679215677520724,0
FSB0399,2924.0,0.0,0.0,0.0,Ferris Stone Bender,FSB0399,23,22,15,37,26,0.11225370414350366,0
FSC0601,4180.0,0.0,0.0,0.0,Felicia Sloane Cabrera,FSC0601,37,30,37,15,30,0.12999357675877865,0
FSW0230,0.0,0.0,690.0,0.0,Ferris Samuel Weiss,FSW0230,22,10,19,35,28,0.132121300942737,0
FTM0406,2136.0,0.0,0.0,0.0,Finn Tucker Medina,FTM0406,31,15,38,16,34,0.12586063569143568,0
FTP0140,0.0,0.0,995.0,0.0,Fay Tatum Pierce,FTP0140,30,18,36,38,36,0.143492677128215,0
FTT0044,0.0,429.0,1144.0,311.0,Flynn Timothy Tanner,FTT0044,25,23,26,41,34,0.10047003745314192,0
FTV0941,0.0,0.0,689.0,0.0,Ferris Thomas Vargas,FTV0941,40,21,40,11,33,0.1352243515615954,0
FUM0015,6114.0,0.0,0.0,0.0,Fatima Ulla Mcclure,FUM0015,33,18,18,46,32,0.06723647030794166,0
FWM0707,333.0,0.0,0.0,0.0,Fitzgerald Wayne Miranda,FWM0707,50,36,35,18,34,0.13222080414334064,0
FXF0957,335.0,0.0,0.0,0.0,Felicia Xantha Farley,FXF0957,35,25,47,36,28,0.13681332481271663,0
GAF0060,3031.0,0.0,0.0,0.0,Grace Alma Fry,GAF0060,41,16,39,25,22,0.11492179343014852,0
GAF0570,3003.0,0.0,0.0,0.0,Gwendolyn Amaya Ferrell,GAF0570,31,15,38,46,35,0.09598718979906723,0
GAP0417,0.0,468.0,1108.0,762.0,Garrett Armando Porter,GAP0417,30,38,20,35,25,0.10663741125537918,0
GBC0129,0.0,0.0,690.0,0.0,Gillian Brenna Conley,GBC0129,21,41,24,24,32,0.16177884790395708,0
GBM0603,4673.0,0.0,0.0,0.0,Galena Britanney Merritt,GBM0603,39,42,42,24,37,0.09388014713008319,0
GBR0977,0.0,0.0,438.0,0.0,Garrison Burke Richards,GBR0977,44,19,16,30,33,0.13614620965434987,0
GCB0638,0.0,0.0,955.0,0.0,Gemma Charlotte Bartlett,GCB0638,42,14,37,16,32,0.13779119540023732,0
GCC0744,5063.0,0.0,0.0,0.0,Grady Craig Coffey,GCC0744,35,42,15,25,31,0.11608881171267393,0
GCC0945,337.0,0.0,0.0,0.0,George Cade Chen,GCC0945,30,39,18,25,27,0.17030138408732598,0
GCF0008,0.0,0.0,690.0,0.0,Guy Caesar Finch,GCF0008,23,23,19,19,30,0.16846953001171538,0
GCG0951,375.0,0.0,0.0,0.0,Grant Camden Gay,GCG0951,33,33,25,19,44,0.11072807137397495,0
GCI0248,0.0,0.0,962.0,0.0,Germaine Cameran Irwin,GCI0248,40,30,42,12,38,0.1151072426653853,0
GCJ0630,0.0,0.0,690.0,0.0,Gabriel Camden Joseph,GCJ0630,18,37,19,47,36,0.11642660940600624,0
GCL0016,4126.0,0.0,0.0,0.0,Gil Calvin Lindsay,GCL0016,45,32,20,24,34,0.13123269383194558,0
GCM0339,0.0,0.0,690.0,0.0,Grady Calvin Morin,GCM0339,37,31,18,37,25,0.17648437157875263,0
GCR0554,3008.0,0.0,0.0,0.0,Grace Charde Roth,GCR0554,16,16,41,23,37,0.09059214041589375,0
GCS0518,1001.0,0.0,0.0,0.0,Gregory Curran Sutton,GCS0518,41,36,23,38,21,0.13664128139438558,0
GCS0571,332.0,0.0,0.0,0.0,Glenna Caryn Sharpe,GCS0571,22,18,16,23,32,0.14268351961831388,0
GDF0704,338.0,0.0,0.0,0.0,Galena Deborah Francis,GDF0704,25,13,21,29,36,0.12769631911148738,0
GDK0694,0.0,0.0,1537.0,0.0,Garrison Davis Knight,GDK0694,41,15,18,43,26,0.08986487644062663,0
GEC0280,0.0,520.0,1202.0,712.0,Gisela Eleanor Carroll,GEC0280,50,50,30,33,30,0.03839643500844836,0
GEU0919,0.0,0.0,967.0,0.0,Griffin Erich Underwood,GEU0919,20,44,12,37,34,0.10691557352601799,0
GGG0825,0.0,0.0,248.0,0.0,Garrison George Guerrero,GGG0825,19,21,36,17,22,0.10975561560757385,0
GGH0657,0.0,0.0,690.0,0.0,Gareth Galvin Hendricks,GGH0657,34,39,26,42,30,0.17537563884397722,0
GGP0764,0.0,0.0,965.0,0.0,Ginger Geraldine Petty,GGP0764,14,21,37,16,26,0.11875220115058638,0
