user,activity_day,number_of_emails_dispatched,nighttime_email_events,number_of_files_interacted,total_logon_attempts,number_of_night_logons,usb_connection_incidents,employee_full_name_tag,employee_user_id_tag,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,unsupervised_anomaly_score,unsupervised_threat_flag,label_predicted_threat
AWR0559,2010-01-19,0.0,0.0,0.0,2.0,0.0,0.0,Arden Wayne Riley,AWR0559,30.0,21.0,44.0,19.0,29.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21178896239213624,0,0
AWR0559,2010-01-20,0.0,0.0,0.0,2.0,0.0,0.0,Arden Wayne Riley,AWR0559,30.0,21.0,44.0,19.0,29.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2150221117069515,0,0
AXB0237,2010-01-04,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16480802937134076,0,0
AXB0237,2010-01-05,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1708144225182171,0,0
AXB0237,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1730985308968655,0,0
AXB0237,2010-01-07,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1743951045108319,0,0
AXB0237,2010-01-08,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16794335623822382,0,0
AXB0237,2010-01-11,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16480802937134076,0,0
AXB0237,2010-01-12,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1708144225182171,0,0
AXB0237,2010-01-13,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1730985308968655,0,0
AXB0237,2010-01-14,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1743951045108319,0,0
AXB0237,2010-01-15,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16794335623822382,0,0
AXB0237,2010-01-18,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16480802937134076,0,0
AXB0237,2010-01-19,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1708144225182171,0,0
AXB0237,2010-01-20,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Xanthus Bryant,AXB0237,27.0,10.0,10.0,13.0,34.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1730985308968655,0,0
AXC0137,2010-01-03,0.0,0.0,0.0,2.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,6,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1078633268214712,0,0
AXC0137,2010-01-04,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,0,0,0.0,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.18601417154819094,0,0
AXC0137,2010-01-05,0.0,0.0,0.0,4.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,1,0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.14968519849416634,0,0
AXC0137,2010-01-06,0.0,0.0,0.0,5.0,2.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,2,0,0.0,1.0,3.5,5.0,0.0,0.0,0.0,1.0,0.0951008167601351,0,0
AXC0137,2010-01-07,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,3,0,0.0,-2.0,3.4,3.0,0.0,0.0,0.0,1.0,0.15667862653492515,0,0
AXC0137,2010-01-08,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,4,0,0.0,0.0,3.3333333333333335,3.0,0.0,0.0,0.0,1.1547005383792515,0.1811454409394862,0,0
AXC0137,2010-01-09,0.0,0.0,0.0,5.0,2.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,5,1,0.0,2.0,3.5714285714285716,5.0,0.0,0.0,0.0,1.1547005383792515,0.016447995954595118,0,0
AXC0137,2010-01-10,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,6,1,0.0,-2.0,3.7142857142857144,3.0,0.0,0.0,0.0,1.1547005383792515,0.058610751857310905,0,0
AXC0137,2010-01-11,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,0,0,0.0,0.0,3.7142857142857144,3.0,0.0,0.0,0.0,1.1547005383792515,0.17375414408479145,0,0
AXC0137,2010-01-12,0.0,0.0,0.0,5.0,2.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,1,0,0.0,2.0,3.857142857142857,5.0,0.0,0.0,0.0,1.1547005383792515,0.07398168353256895,0,0
AXC0137,2010-01-13,0.0,0.0,0.0,4.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,2,0,0.0,-1.0,3.7142857142857144,4.0,0.0,0.0,0.0,1.0,0.16001169708935375,0,0
AXC0137,2010-01-14,0.0,0.0,0.0,5.0,1.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,3,0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.5773502691896257,0.12916330039201745,0,0
AXC0137,2010-01-15,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,4,0,0.0,-2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.153338115652901,0,0
AXC0137,2010-01-16,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,5,1,0.0,0.0,3.7142857142857144,3.0,0.0,0.0,0.0,1.1547005383792515,0.10080026088616573,0,0
AXC0137,2010-01-17,0.0,0.0,0.0,4.0,1.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,6,1,0.0,1.0,3.857142857142857,4.0,0.0,0.0,0.0,0.5773502691896255,0.05953506705040923,0,0
AXC0137,2010-01-18,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,0,0,0.0,-1.0,3.857142857142857,3.0,0.0,0.0,0.0,0.5773502691896255,0.17480795280046701,0,0
AXC0137,2010-01-19,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,1,0,0.0,0.0,3.5714285714285716,3.0,0.0,0.0,0.0,0.5773502691896255,0.19917568029929583,0,0
AXC0137,2010-01-20,0.0,0.0,0.0,3.0,0.0,0.0,Axel Xerxes Chapman,AXC0137,37.0,27.0,24.0,17.0,28.0,2,0,0.0,0.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.0,0.20564713707230842,0,0
AYD0147,2010-01-04,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21077729405083845,0,0
AYD0147,2010-01-05,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21392919587111792,0,0
AYD0147,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21714223896532864,0,0
AYD0147,2010-01-07,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2167362777895413,0,0
AYD0147,2010-01-08,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21431129920174125,0,0
AYD0147,2010-01-11,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21077729405083845,0,0
AYD0147,2010-01-12,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21392919587111792,0,0
AYD0147,2010-01-13,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21714223896532864,0,0
AYD0147,2010-01-14,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2167362777895413,0,0
AYD0147,2010-01-15,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21431129920174125,0,0
AYD0147,2010-01-18,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21077729405083845,0,0
AYD0147,2010-01-19,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21392919587111792,0,0
AYD0147,2010-01-20,0.0,0.0,0.0,2.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21714223896532864,0,0
AYD0147,2010-01-21,0.0,0.0,0.0,1.0,0.0,0.0,Alika Yoko Duke,AYD0147,45.0,36.0,30.0,21.0,29.0,3,0,0.0,-1.0,1.8571428571428572,1.0,0.0,0.0,0.0,0.5773502691896258,0.17489951685918653,0,0
AYN0502,2010-01-02,0.0,0.0,5.0,3.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,5,1,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,-0.010904107684353792,1,1
AYN0502,2010-01-03,0.0,0.0,4.0,3.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,6,1,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,-0.024318357122784184,1,1
AYN0502,2010-01-04,0.0,0.0,1.0,5.0,0.0,12.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,2.0,3.6666666666666665,5.0,2.4,0.0,0.0,1.1547005383792517,0.02204049256995333,0,0
AYN0502,2010-01-05,0.0,0.0,2.0,4.0,1.0,23.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,1,0,0.0,-1.0,3.75,4.0,5.75,0.0,0.0,1.0,-0.01585829542911521,1,1
AYN0502,2010-01-06,0.0,0.0,0.0,3.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,2,0,0.0,-1.0,3.6,3.0,5.333333333333333,0.0,0.0,1.0,0.0637160935292419,0,0
AYN0502,2010-01-07,0.0,0.0,0.0,5.0,0.0,11.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,3,0,0.0,2.0,3.8333333333333335,5.0,2.2,0.0,0.0,1.0,0.051544914403555464,0,0
AYN0502,2010-01-08,0.0,0.0,0.0,4.0,0.0,25.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,4,0,0.0,-1.0,3.857142857142857,4.0,6.25,0.0,0.0,1.0,0.017643494155070605,0,0
AYN0502,2010-01-09,0.0,0.0,0.0,3.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,5,1,0.0,-1.0,3.857142857142857,3.0,5.333333333333333,0.0,0.0,1.0,-0.004812929556210932,1,1
AYN0502,2010-01-10,0.0,0.0,0.0,2.0,0.0,12.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,6,1,0.0,-1.0,3.7142857142857144,2.0,6.0,0.0,0.0,1.0,-0.019965852366738646,1,1
AYN0502,2010-01-11,0.0,0.0,0.0,5.0,1.0,22.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,3.0,3.7142857142857144,5.0,4.4,0.0,0.0,1.5275252316519468,-0.01194345462980595,1,1
AYN0502,2010-01-12,0.0,0.0,0.0,4.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,1,0,0.0,-1.0,3.7142857142857144,4.0,4.5,0.0,0.0,1.5275252316519468,0.029892617575798086,0,0
AYN0502,2010-01-13,0.0,0.0,0.0,3.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,2,0,0.0,-1.0,3.7142857142857144,3.0,6.0,0.0,0.0,1.0000000000000002,0.048847307261361106,0,0
AYN0502,2010-01-14,0.0,0.0,0.0,3.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,3,0,0.0,0.0,3.4285714285714284,3.0,6.0,0.0,0.0,0.5773502691896262,0.07163630639594659,0,0
AYN0502,2010-01-15,0.0,0.0,0.0,3.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,4,0,0.0,0.0,3.2857142857142856,3.0,6.0,0.0,0.0,0.0,0.07530280733872236,0,0
AYN0502,2010-01-16,0.0,0.0,0.0,5.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,5,1,0.0,2.0,3.5714285714285716,5.0,3.6,0.0,0.0,1.1547005383792517,-0.043695761195915894,1,1
AYN0502,2010-01-18,0.0,0.0,0.0,5.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,0.0,4.0,5.0,3.6,0.0,0.0,1.154700538379252,0.01585992024481553,0,0
AYN0502,2010-01-19,0.0,0.0,0.0,3.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,1,0,0.0,-2.0,3.7142857142857144,3.0,5.333333333333333,0.0,0.0,1.154700538379252,0.036612269686133625,0,0
AYN0502,2010-01-20,0.0,0.0,0.0,2.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,2,0,0.0,-1.0,3.4285714285714284,2.0,9.0,0.0,0.0,1.5275252316519465,0.04660707153980814,0,0
AYN0502,2010-01-21,0.0,0.0,0.0,0.0,0.0,17.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,3,0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,1.527525231651946,0.06325672038397501,0,0
AYN0502,2010-01-22,0.0,0.0,0.0,0.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,4,0,0.0,0.0,2.5714285714285716,0.0,0.0,0.0,0.0,1.1547005383792508,0.08915480138183207,0,0
AYN0502,2010-01-23,0.0,0.0,0.0,0.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,5,1,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.04615387971434648,0,0
AYN0502,2010-01-24,0.0,0.0,0.0,0.0,0.0,14.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,6,1,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.028907855147150774,0,0
AYN0502,2010-01-25,0.0,0.0,0.0,0.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.10198381786311755,0,0
AYN0502,2010-01-26,0.0,0.0,0.0,0.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,1,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.10502110952988403,0,0
AYN0502,2010-01-27,0.0,0.0,0.0,0.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11434543053073626,0,0
AYN0502,2010-01-28,0.0,0.0,0.0,0.0,0.0,10.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14413821905541352,0,0
AYN0502,2010-01-29,0.0,0.0,0.0,0.0,0.0,24.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978923805325374,0,0
AYN0502,2010-01-31,0.0,0.0,0.0,0.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02695341139625984,0,0
AYN0502,2010-02-01,0.0,0.0,0.0,0.0,0.0,17.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10988594667124568,0,0
AYN0502,2010-02-02,0.0,0.0,0.0,0.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10579083017213486,0,0
AYN0502,2010-02-03,0.0,0.0,0.0,0.0,0.0,12.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12532947768388097,0,0
AYN0502,2010-02-04,0.0,0.0,0.0,0.0,0.0,24.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10235549144471418,0,0
AYN0502,2010-02-05,0.0,0.0,0.0,0.0,0.0,18.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10718161659841718,0,0
AYN0502,2010-02-06,0.0,0.0,0.0,0.0,0.0,16.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395575509874161,0,0
AYN0502,2010-02-08,0.0,0.0,0.0,0.0,0.0,6.0,Ayanna Yolanda Nielsen,AYN0502,49.0,30.0,18.0,37.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15327072853603585,0,0
AZH0595,2010-01-04,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20636181203232695,0,0
AZH0595,2010-01-05,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20877117130838663,0,0
AZH0595,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21115474920486854,0,0
AZH0595,2010-01-07,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20983472745324855,0,0
AZH0595,2010-01-08,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20518519508500527,0,0
AZH0595,2010-01-11,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20636181203232695,0,0
AZH0595,2010-01-12,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20877117130838663,0,0
AZH0595,2010-01-13,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21115474920486854,0,0
AZH0595,2010-01-14,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20983472745324855,0,0
AZH0595,2010-01-15,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,4,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20518519508500527,0,0
AZH0595,2010-01-18,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20636181203232695,0,0
AZH0595,2010-01-19,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,1,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.20877117130838663,0,0
AZH0595,2010-01-20,0.0,0.0,0.0,2.0,0.0,0.0,Anne Zia Hawkins,AZH0595,43.0,37.0,48.0,22.0,27.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21115474920486854,0,0
BAD0541,2010-01-04,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,0,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.1914251314713375,0,0
BAD0541,2010-01-05,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,1,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.1988792398945008,0,0
BAD0541,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,2,0,0.0,-1.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.5773502691896257,0.19735686653647144,0,0
BAD0541,2010-01-07,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,3,0,0.0,1.0,2.75,3.0,0.0,0.0,0.0,0.5773502691896257,0.18427982647949115,0,0
BAD0541,2010-01-08,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,4,0,0.0,0.0,2.8,3.0,0.0,0.0,0.0,0.5773502691896257,0.19573707239086613,0,0
BAD0541,2010-01-09,0.0,0.0,0.0,2.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,5,1,0.0,-1.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.5773502691896257,0.10884530872005549,0,0
BAD0541,2010-01-11,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,0,0,0.0,1.0,2.7142857142857144,3.0,0.0,0.0,0.0,0.5773502691896257,0.17805782197335368,0,0
BAD0541,2010-01-12,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,1,0,0.0,0.0,2.7142857142857144,3.0,0.0,0.0,0.0,0.5773502691896257,0.1967482184572854,0,0
BAD0541,2010-01-13,0.0,0.0,0.0,4.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,2,0,0.0,1.0,2.857142857142857,4.0,0.0,0.0,0.0,0.5773502691896257,0.160630588774619,0,0
BAD0541,2010-01-14,0.0,0.0,0.0,3.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,3,0,0.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.5773502691896257,0.188464453434931,0,0
BAD0541,2010-01-15,0.0,0.0,0.0,4.0,0.0,0.0,Brett Aidan Duke,BAD0541,40.0,20.0,23.0,40.0,23.0,4,0,0.0,1.0,3.142857142857143,4.0,0.0,0.0,0.0,0.5773502691896257,0.16216528731219798,0,0
